parameter,mean,se_mean,sd,2.5%,25%,50%,75%,97.5%,n_eff,Rhat,true_value,Scenario,Batch,N_Sample
ba1,-0.02409507000672076,1.4759849021631357e-4,0.0015912684180580691,-0.026981432761966812,-0.025297198173694694,-0.024096962372792675,-0.022853860305289096,-0.021173398784297227,116.23128965672421,1.0064945413484931,-0.025,1,1,3000
r0,3.0152947643073365,0.028132244745628907,0.28247647160135675,2.560636469996794,2.8039680941272294,2.9935804761759375,3.207358379731085,3.6558722149773693,100.8221108126934,1.0200436455633648,3,1,2,3000
ba1,-0.02453263514162263,1.4924542433454314e-4,0.0015002815624548201,-0.02757579220356399,-0.02560507442435535,-0.024473108030420933,-0.02344006383814621,-0.02204691836184316,101.05166971871445,1.0205674490635448,-0.025,1,2,3000
r0,2.725339472857436,0.041979140540827756,0.26611727301432014,2.291002003615511,2.498385528088756,2.7003888979447623,2.942039705469739,3.26923098271088,40.18639449718706,1.0259049222235004,3,1,3,3000
ba1,-0.023905967859111896,2.4654934968588874e-4,0.0015977589035955123,-0.026943488778148093,-0.0252173288846537,-0.02383366750713458,-0.022716905443455972,-0.021108692714435204,41.996661716161526,1.0222592584456975,-0.025,1,3,3000
r0,2.9887710324168393,0.0340436441118416,0.2998367278627031,2.5138971744209933,2.760518630870787,2.988324617150447,3.1956167812598686,3.619425116054195,77.57067594867824,1.022124598006597,3,1,4,3000
ba1,-0.02505298449714663,1.8777409416726278e-4,0.0016563902594395735,-0.02832064990961642,-0.026260333695951536,-0.025037746909662952,-0.023744095972658526,-0.022284417854215463,77.81332703242603,1.0226861525494995,-0.025,1,4,3000
r0,3.3272308811847044,0.04137167245670015,0.34013390928202025,2.669392199800088,3.0810553425228355,3.3037594282779104,3.5689011437561238,4.043804869895336,67.59175234603303,1.0613269031033061,3,1,5,3000
ba1,-0.026720568475242883,1.9978462094962532e-4,0.0016814599315951326,-0.029930705887372445,-0.0279499749450573,-0.026689572651385322,-0.02553451384895102,-0.023310461436916088,70.8351695066266,1.0598787671739343,-0.025,1,5,3000
r0,2.883306782685686,0.02706006451862045,0.26097946107726383,2.434837271960469,2.701996830769675,2.8723514543134128,3.0499468046100953,3.4680199463197954,93.0154313637835,1.0504553378906114,3,1,1,3500
ba1,-0.024755874877885303,1.436766863657735e-4,0.0014714927314096965,-0.027884621781209724,-0.0257729204535465,-0.0247287711583795,-0.023771657256779374,-0.021955416977792554,104.89230664179576,1.0391770237868188,-0.025,1,1,3500
r0,2.6492956567928987,0.029200467647454296,0.21289431449722085,2.2217283701591866,2.5106214519389947,2.671850541193171,2.793547283331324,3.0919877623981846,53.15553741719165,1.0738936858620567,3,1,2,3500
ba1,-0.02270040063832704,1.894325230403552e-4,0.0013647030643485047,-0.025401630483265384,-0.02365843665763066,-0.022842554833000878,-0.021865353308602675,-0.019764423037535755,51.8999866538631,1.0745139822154333,-0.025,1,2,3500
r0,3.1519508898335995,0.02788195633235112,0.2614082755057353,2.6536135838317816,2.9573774201017593,3.172313196306064,3.3313481908675326,3.6458021905595936,87.90066867064256,1.0430318210483713,3,1,3,3500
ba1,-0.02553648107809775,1.4349245447089863e-4,0.0014219808573389906,-0.028145832689037042,-0.026542713963627656,-0.02564996810479528,-0.024448545982640246,-0.022702643313729155,98.20404377711168,1.0392906740530086,-0.025,1,3,3500
r0,3.222771782187706,0.03431971274171759,0.27865053733571227,2.72372894955617,3.035936686445193,3.203638437423518,3.384045048969104,3.9112448845932386,65.92231976277516,1.0374925784048603,3,1,4,3500
ba1,-0.02646999512941909,1.7174536006498868e-4,0.001416657980529327,-0.029652845922953856,-0.02729935129363035,-0.02638773483493931,-0.025595515556920873,-0.023629714155253594,68.03932545102602,1.0363327493233607,-0.025,1,4,3500
r0,2.572348294077376,0.02471082495468497,0.20522443338331375,2.241925969634278,2.4188200075900714,2.5566228546892704,2.7168343773267036,3.0048219260965516,68.97371877690803,1.0169267137556748,3,1,5,3500
ba1,-0.022709413547334065,1.5560828827489688e-4,0.001318375839367909,-0.02538181145560242,-0.02363900029211311,-0.022720418068102016,-0.021699329568580367,-0.020397851261894393,71.78158112000193,1.0150775075526264,-0.025,1,5,3500
r0,2.73270408455437,0.03118030218281827,0.2543301152779503,2.2716973163641043,2.5664402844926473,2.70859797607812,2.913439930252509,3.1957080852607396,66.53266758885557,1.0186445160031468,3,1,1,4000
ba1,-0.0234275668102184,1.8849758920535853e-4,0.0015521264707357065,-0.026366993263599852,-0.02447954792769603,-0.023381360286706922,-0.02244943003617735,-0.020497874258120125,67.80201658928857,1.018278863384979,-0.025,1,1,4000
r0,3.301389251912926,0.03187569796784698,0.26667321411098405,2.9071935702588347,3.0791999145173925,3.2760167140205008,3.4708851507811547,3.832975232600307,69.99054648328617,1.036077682459228,3,1,2,4000
ba1,-0.02624010273252772,1.571152587857665e-4,0.001348779572098642,-0.029114748145538296,-0.027095140291644986,-0.026151292132218288,-0.025142490808174423,-0.02408337520649997,73.69622280901888,1.0329358633961165,-0.025,1,2,4000
r0,3.277482900652563,0.035567191182483894,0.2843698917433938,2.7785606553717823,3.07338709861373,3.2818479878203597,3.463219400325796,3.7896932703883808,63.924609921308175,1.030860750440031,3,1,3,4000
ba1,-0.02662601370929582,1.763612486428945e-4,0.0014173350693581167,-0.029093277914108383,-0.027712937554221207,-0.02667556345499558,-0.02567225914380304,-0.024038140123958614,64.58605174419147,1.0326732624090549,-0.025,1,3,4000
r0,2.6478729117629483,0.02495927140696108,0.22251891217262007,2.226030026570155,2.5167063900377444,2.6410910263431635,2.7941108993359864,3.079618106736569,79.48223104000037,1.0390048470197506,3,1,4,4000
ba1,-0.02309921563178134,1.5769967777288694e-4,0.0014070458235509154,-0.025737092748058743,-0.02407153372812102,-0.023140103683904373,-0.022246069389523154,-0.020207602996365953,79.60766230659884,1.0404254229695893,-0.025,1,4,4000
r0,2.66325514631864,0.022019147322867902,0.20635795522785186,2.3153385399948445,2.5126266124445116,2.6628159876765203,2.803780792431361,3.1014682130839994,87.82970768552755,1.0314807908658306,3,1,5,4000
ba1,-0.022937724822860852,1.3326720139116745e-4,0.0012843016097139756,-0.025361599807892984,-0.023834789164799003,-0.02296293514459127,-0.022033777826737815,-0.020750161525430886,92.87257745179116,1.0244173507480059,-0.025,1,5,4000
r0,2.864414241287589,0.0289672309449016,0.20312369827450225,2.4356081222256445,2.7325459321535734,2.8679227563857133,3.00429522226251,3.2794831970526586,49.17079461151958,1.0960881756949579,3,1,1,4500
ba1,-0.024677868389858738,1.6698094092376363e-4,0.0011666173205769235,-0.027003545710786902,-0.025462272833857918,-0.024719497252355026,-0.02400315172530839,-0.021985953258017825,48.81159871164335,1.0983937004834199,-0.025,1,1,4500
r0,3.2371505836363315,0.02976620693493852,0.23326788688710876,2.8127399206108774,3.074382805981188,3.238159112221413,3.391157934063389,3.6854330169036325,61.41336824808329,1.0300023572897645,3,1,2,4500
ba1,-0.025894397305944502,1.4922043914173397e-4,0.0011933600803393516,-0.028167556413458587,-0.02666867246675689,-0.02585289154867871,-0.025087320437033125,-0.023574544308921606,63.95674966494256,1.0307951114150078,-0.025,1,2,4500
r0,3.1304450623680196,0.026933647597921755,0.22614861301139125,2.6960712080283495,2.9761202795123203,3.1139603140467598,3.2632758011058516,3.6249511085994537,70.50136248464108,1.050328138717498,3,1,3,4500
ba1,-0.02570526597507401,1.3724118869869339e-4,0.0012015273239714905,-0.028133407845242854,-0.02646506512063811,-0.025675566819373847,-0.024889451882244597,-0.02324479336257678,76.64756477561573,1.042185177643033,-0.025,1,3,4500
r0,2.7101775158421932,0.03309376511065436,0.2477201979229592,2.287868513516446,2.5170617122809134,2.6979568196914436,2.879162979459824,3.1729998227937406,56.03127131903509,1.0825977894237446,3,1,4,4500
ba1,-0.023291092182576942,1.950955879854113e-4,0.0014904931274003425,-0.02589737596092617,-0.024428870644078123,-0.02330702207206531,-0.02217303654419096,-0.020611039989745006,58.36668926687971,1.0856523850982291,-0.025,1,4,4500
r0,3.015864920981681,0.030212067442134435,0.2451760962964052,2.601387032369993,2.8433823866189045,2.9859963255838506,3.1657432268026113,3.6037113398796334,65.85600183118108,1.0355499027025437,3,1,5,4500
ba1,-0.025428840266096195,1.7531470752120702e-4,0.001310926759854924,-0.02834108214875912,-0.02630194832132284,-0.025316619974839007,-0.02445919051385334,-0.023072094245665104,55.91394752655852,1.0412416600302423,-0.025,1,5,4500
r0,2.992363372422237,0.0268885253227694,0.2300583136724457,2.574392777886389,2.837015464566698,2.994413215923826,3.1407448585088322,3.4128881291415194,73.20519391978638,1.036457354050205,3,1,1,5000
ba1,-0.02498099535857735,1.4558127679098725e-4,0.0012517561457750298,-0.02730246147198943,-0.025809567020832723,-0.02499967429972557,-0.02409940112587439,-0.022517682364828227,73.93131258477887,1.040954129180205,-0.025,1,1,5000
r0,2.9699150096646116,0.04088788760412878,0.2328303554943393,2.5723693797699143,2.8073044218488254,2.9819035614677274,3.1330939104798814,3.4374034427791504,32.425736878310026,1.1348846086493853,3,1,2,5000
ba1,-0.02426703023471717,2.1070248829826971e-4,0.0012957817947044372,-0.026650274752778296,-0.02511279732861928,-0.024305176057195746,-0.023356282539252975,-0.02185567851814566,37.82025206536945,1.1242237056195767,-0.025,1,2,5000
r0,3.191229984819929,0.021869941793981516,0.18790553986743086,2.86741530504514,3.048958389322537,3.1845738597006505,3.32674305459601,3.5581496297707265,73.82167824532837,1.0411087173017572,3,1,3,5000
ba1,-0.026181777999290955,1.1293675083529204e-4,9.644847742268343e-4,-0.027976419851049688,-0.026896748086428255,-0.026118548041480227,-0.025425722920438446,-0.02452451536410226,72.93234439515795,1.0395695967198648,-0.025,1,3,5000
r0,2.901733674665608,0.025166756386548642,0.20339636664158522,2.53521071245529,2.7735403338446507,2.8781780804509247,3.0006831874439377,3.370092645728108,65.31785148754084,1.040795808367843,3,1,4,5000
ba1,-0.02456331325107822,1.3646387304267667e-4,0.0011372846880869415,-0.026991392904119314,-0.025207612581919725,-0.024471548533093492,-0.023835457241231695,-0.022408664671563792,69.45491721590626,1.0382126236955587,-0.025,1,4,5000
r0,3.260414220452566,0.02082980705806374,0.21274211389024494,2.8570819515671113,3.1321007225472077,3.2428757717390875,3.384857329715847,3.700938100443372,104.31252211936764,1.0339371386849476,3,1,5,5000
ba1,-0.026529179088001453,1.0489048430909277e-4,0.0010661427289076163,-0.02867187804210599,-0.02708798617903605,-0.02648171371935105,-0.025909048710535412,-0.024407082748886855,103.3138432237753,1.0327799373744828,-0.025,1,5,5000
r0,2.82848964847236,0.09710898508700558,1.0491300487315636,1.3101549092350973,2.1299577441671174,2.6359639129777097,3.349944101663284,5.162869304005789,116.71853335874738,1.0080462299529735,5,2,1,100
ba1,-0.03908325938052876,5.448291099111702e-4,0.006086973622762428,-0.05062148667167949,-0.043279281065225016,-0.039240006783778716,-0.035650580429118735,-0.027557017718949618,124.81944072331203,1.0012764638624823,-0.05,2,1,100
r0,3.6700728481211167,0.14346566516372813,1.414524195150039,1.442939400593502,2.652586084439338,3.493649502982728,4.4590846744691195,6.785366832869182,97.213103546839,1.0577720862913482,5,2,2,100
ba1,-0.04373110912403968,7.073836652077573e-4,0.006344030396283979,-0.05467935852111389,-0.04861401127637316,-0.04429573656837349,-0.039562579542859085,-0.031007400624012905,80.43044220429965,1.0690722232912384,-0.05,2,2,100
r0,1.8722974524860312,0.07021774054838659,0.6791750059642576,0.8121838882238765,1.4125465618419621,1.776049250231822,2.2371944304418534,3.54356623894091,93.55557860194047,1.0374315394586384,5,2,3,100
ba1,-0.03202212155083267,6.673883537410135e-4,0.005954455330832896,-0.04376746082849032,-0.03604159333752723,-0.032304635217634256,-0.027946536127256182,-0.02028869227030331,79.60252352454027,1.0446022754261413,-0.05,2,3,100
r0,4.012375032833561,0.12601849010381708,1.30599064836766,1.9856185384110712,3.0730996220133915,3.8140319848615896,4.931757278650436,6.638019283221237,107.4018076039618,1.0134383784252396,5,2,4,100
ba1,-0.04591768211887644,5.170238677104982e-4,0.005334910448566631,-0.05476284942057649,-0.0497783079662245,-0.04607532178990084,-0.04219341594840893,-0.03543220545685345,106.47142906192387,1.0132237703535185,-0.05,2,4,100
r0,2.967685763414807,0.14239572571372866,1.2602718496474692,1.1619216223758968,2.108242151625263,2.754738872681256,3.6466600099890867,6.192268603363058,78.33116120398903,1.0502200742093304,5,2,5,100
ba1,-0.04253408882747463,7.628030254372423e-4,0.006788831043625267,-0.05531226712503826,-0.047538020390014486,-0.042456640025048883,-0.03831924739714441,-0.029227040336243286,79.20729590003602,1.0468109032854283,-0.05,2,5,100
r0,3.5035877555017247,0.1368111104516434,0.9987491603121109,2.115167904042096,2.7535126132622123,3.2431178303033943,4.086410092217868,5.742438469059173,53.29299386776391,1.0521749741927118,5,2,1,300
ba1,-0.0441415229973281,6.13036699085907e-4,0.004568567144559165,-0.05310595804891867,-0.04726633915770913,-0.043795316061985355,-0.04066204190136093,-0.03620515506761079,55.537595895586634,1.0414867385539937,-0.05,2,1,300
r0,3.6727048466753645,0.09647283337701362,0.9078492348890655,2.2369914268013424,2.9668619618551055,3.591720176609356,4.248242382253244,5.473896783272518,88.55587859178944,1.0540764240899,5,2,2,300
ba1,-0.0439359299883685,4.2156171113658027e-4,0.004094938116793999,-0.0515715466480889,-0.04705063593127441,-0.0443077303862986,-0.0406504978473175,-0.036455573679644256,94.35661855553427,1.0478660305452325,-0.05,2,2,300
r0,6.152268763681958,0.15817302270767475,1.49539993957588,3.8561903063812206,5.07019662614883,5.909887739484004,7.102826785710109,9.753230804520241,89.3819631843307,1.0374991854666067,5,2,3,300
ba1,-0.053509396292685675,4.085888861345974e-4,0.003893185616464343,-0.061078280420853025,-0.056315589794542965,-0.05334186059586068,-0.05060381285994036,-0.04661776084738386,90.78981300523274,1.0374746552226648,-0.05,2,3,300
r0,3.863049346967522,0.10351996182971311,0.934258771899379,2.4138979876459636,3.196393119190321,3.639386509466882,4.4362912635920795,5.948980989979526,81.44907603819999,1.0568914226157085,5,2,4,300
ba1,-0.04650894597623851,4.206284115969527e-4,0.003926535679562151,-0.05409228430219729,-0.04901683642359677,-0.04631315148672972,-0.04386539283650229,-0.03920966215888732,87.14086933811488,1.0564009558395386,-0.05,2,4,300
r0,4.386109651080093,0.09759591587323924,1.0209193541270165,2.599895286967345,3.6775791848867825,4.2548114187656605,5.249615333682554,6.234972382104114,109.42576365372562,1.0230617722099626,5,2,5,300
ba1,-0.047096010022693674,3.7513164472172735e-4,0.00397123344928034,-0.05372581942156721,-0.05019734883367609,-0.046990363811602175,-0.04446583903878381,-0.039318156996304705,112.0684675543466,1.0258095643983198,-0.05,2,5,300
r0,5.180210624268823,0.12018117119065384,1.0142468851484763,3.2334400734985698,4.534499362556735,5.141785642575815,5.780959012014544,7.48931088790066,71.22205514058996,1.0497741365505018,5,2,1,500
ba1,-0.04993199466672474,3.63861840502449e-4,0.0032652825397984486,-0.056205002192771414,-0.05206439720528727,-0.05008548739471535,-0.047780816234504406,-0.04307016730218414,80.5320043299993,1.0474545687290713,-0.05,2,1,500
r0,5.489953813194835,0.11791135383057477,1.065763697072412,3.3227934847950005,4.821768928391856,5.386616390974796,6.245800498487434,7.588186013412803,81.69784368103622,1.0087726625167288,5,2,2,500
ba1,-0.052186784489542136,3.787238489486704e-4,0.0033253666987269268,-0.05795436466941883,-0.05455687429493372,-0.05221549433452109,-0.05014595987262642,-0.04492071967354324,77.0963429709767,1.0127854911881071,-0.05,2,2,500
r0,3.8826041799390043,0.08819159928923304,0.9137896672967825,2.376320222981008,3.211349289656634,3.7800077073604816,4.452986465359382,5.882102332328456,107.35889907815151,1.0078977515387524,5,2,3,500
ba1,-0.04560922730814712,3.820225832827274e-4,0.003921427572560882,-0.05315495592383894,-0.048542333494363765,-0.04567244013282072,-0.042986923366263016,-0.038316359469577774,105.36838468099647,1.0120812828075405,-0.05,2,3,500
r0,3.3268660706312794,0.09152368424082229,0.7022755472616982,2.1364391374513167,2.807879164650141,3.298938227525598,3.8519504834172675,4.617157882686605,58.87732977228227,1.0626871459907092,5,2,4,500
ba1,-0.04298312227069429,4.6163061060332066e-4,0.0035620022464643063,-0.04875842540262761,-0.04570529610327451,-0.04321564323633328,-0.04062915594885653,-0.0359948715927525,59.53867698867193,1.0602488977530058,-0.05,2,4,500
r0,3.645483308266419,0.11413287630164869,0.8161129492312048,2.2001194690033716,3.079203576316532,3.6059002814463783,4.058000863950422,5.779129725939025,51.13037915997784,1.0565217280881833,5,2,5,500
ba1,-0.04369144443880269,5.258009524746054e-4,0.003733762255254625,-0.052155522257536516,-0.045808598677357246,-0.04377100644921951,-0.04157711262026627,-0.03573773912956866,50.42554319361371,1.0613274046674404,-0.05,2,5,500
r0,4.626370790676291,0.11269150962464422,0.8719534782729248,3.137646089852003,4.0439505368428055,4.523140364064009,5.055645675899014,6.576123071229488,59.86930758078224,1.0610523916003005,5,2,1,700
ba1,-0.048205988388614354,3.6397462113410187e-4,0.0029419547039704662,-0.054798812513455745,-0.049814116800751984,-0.048023290936032456,-0.04614556576572775,-0.04251590142077168,65.33257238417795,1.0582993510194945,-0.05,2,1,700
r0,4.173429835878533,0.16084622950607935,0.9325540204169112,2.6389694618899195,3.5431009698984344,4.056531663819257,4.635912015029255,6.36708413734456,33.61446688832144,1.0932147898144553,5,2,2,700
ba1,-0.04654992257594115,5.971692328540496e-4,0.0035758562031451813,-0.05482557257095234,-0.048615161204231684,-0.046501385078834875,-0.04418986989842443,-0.0398770474700506,35.8562811098372,1.0803234295302713,-0.05,2,2,700
r0,4.2370135403644955,0.09046522767783095,0.754978260727872,2.3115669741612574,3.8176482609442366,4.240994537473307,4.737994533555307,5.672692574495032,69.6474999811442,1.047352959856966,5,2,3,700
ba1,-0.04661833603141005,4.3411539611785835e-4,0.0031909880077226195,-0.051650936553855074,-0.048809955778096194,-0.046814769460340265,-0.045227929379851976,-0.03702080541400749,54.03062197059516,1.0681394834108122,-0.05,2,3,700
r0,4.6127497136083955,0.15917645398229852,0.8908810294034478,3.1740701036164385,4.0275115332628895,4.544603337455141,5.078682231865898,6.8893033273468305,31.324328588044374,1.1185590319840806,5,2,4,700
ba1,-0.04808506376439349,5.258158183868594e-4,0.0031259007391570555,-0.05467781094838974,-0.049888571375335186,-0.048134557083981996,-0.04610258247665441,-0.04228832890328649,35.34134488658966,1.1009804372483722,-0.05,2,4,700
r0,3.708684487319014,0.15537033034504644,0.7351628480070639,2.341765972931566,3.2214367164910445,3.6775273755490323,4.196117915382762,5.3287815835982855,22.38880556996374,1.1594302115484707,5,2,5,700
ba1,-0.044325321932300855,7.005641021802544e-4,0.0033016402084913334,-0.05035326936016429,-0.04671471847962741,-0.04451813802027915,-0.04234357508006367,-0.03744442375135632,22.210775903368106,1.1897951170900594,-0.05,2,5,700
r0,5.021374788377172,0.1332414281950241,0.7926896335092338,3.7890369075112202,4.3978859930466045,4.926244427629024,5.572754454716,6.73185531010357,35.39384943098592,1.0572071106382108,5,2,1,900
ba1,-0.05056169672119294,4.1211011792206587e-4,0.002575454403770508,-0.05564670627142406,-0.05257037455148296,-0.050449144401498607,-0.048378002267474254,-0.046080491647252204,39.055407762452695,1.0590430388108547,-0.05,2,1,900
r0,4.1141506979253855,0.06499535672343722,0.6187713865442587,3.09942374718721,3.6461557072481945,4.0665606197254345,4.577535602781108,5.384954846791634,90.63496721190202,1.05247856755831,5,2,2,900
ba1,-0.04732858539897702,2.5987500752616346e-4,0.0024999520391836435,-0.0519324749669379,-0.049288325465906835,-0.047306361390192904,-0.04557350316246949,-0.043040238678104206,92.54102895195027,1.0522826360915023,-0.05,2,2,900
r0,3.9357546605123517,0.05751844774539276,0.5640297427610512,2.9479816373513463,3.560803685354031,3.8393691585878593,4.308992357454092,5.110332959296293,96.15894674666677,1.0008921732935159,5,2,3,900
ba1,-0.04623248416248742,2.317617808297245e-4,0.0023105487352277077,-0.050494563849580974,-0.04797199957229234,-0.04619602391111924,-0.04475418039523974,-0.04171498145009385,99.39090110619513,0.9983075538574839,-0.05,2,3,900
r0,5.281162670516867,0.1611714465984774,0.8191155422192256,3.577336149506202,4.665648733612629,5.27615630931739,5.842009741110365,6.6817164320619895,25.829388530485467,1.138110738574468,5,2,4,900
ba1,-0.04977240300129641,5.144119050118639e-4,0.0026827675553871234,-0.05438942338035034,-0.051788396768855924,-0.05004763102167657,-0.047851804558711686,-0.04370774825195761,27.198444628298287,1.1325081049949837,-0.05,2,4,900
r0,5.276271697711172,0.11707087255281592,0.8808024893307704,3.673904326953235,4.637457648463673,5.23043607780426,5.804569536185955,7.439926807454396,56.605594540624665,1.0400069063961916,5,2,5,900
ba1,-0.050393584293169716,3.632932557669688e-4,0.0027503283086889626,-0.056130404411387114,-0.0522201328711028,-0.05050643263955153,-0.04852206638872565,-0.04493663636652907,57.31316692213641,1.0456540335876727,-0.05,2,5,900
r0,3.689898835989233,0.05470103921061191,0.49965277987119583,2.720828256132368,3.3715239846274465,3.652775660025549,4.031894214991268,4.680918217963142,83.43446043035448,1.0519839834079048,5,2,1,1100
ba1,-0.04529780871322763,2.4136669060411723e-4,0.0022562395728037577,-0.04950816899809476,-0.04680239076120962,-0.045196251785350416,-0.043757386167438475,-0.04058884600956638,87.38074691616987,1.0565569580065606,-0.05,2,1,1100
r0,4.391753740916806,0.06291973340005219,0.5670583927880593,3.438201757896779,3.971251467736221,4.330977758324302,4.779857062679853,5.581971158563302,81.22352206104755,1.0206730937620478,5,2,2,1100
ba1,-0.047504772870518346,2.2958685571041707e-4,0.0020799571134235513,-0.051516364901611635,-0.04899848415984502,-0.047416569087363115,-0.04594735958905471,-0.04361756465186724,82.07572359017253,1.0203522252916397,-0.05,2,2,1100
r0,4.502226856469684,0.07166180444003603,0.6090450204800388,3.4243665336748528,4.119991867532214,4.439359388166553,4.7774725561804345,5.870539867173384,72.23094796220836,1.0501496069952432,5,2,3,1100
ba1,-0.048382564101309096,2.6712385294705866e-4,0.002241432268331029,-0.052839939466951105,-0.049674143963146344,-0.048284021043173565,-0.04704056711090806,-0.04390095698456136,70.40863084775604,1.0444399058800238,-0.05,2,3,1100
r0,5.606517827298961,0.08987673414564673,0.7861965501865013,4.283446870916993,5.01820468160403,5.45842406917596,6.116375471770738,7.1995162394159,76.51872087087312,1.0355696655185485,5,2,4,1100
ba1,-0.052385830571053386,2.528290058408272e-4,0.0022838428806887506,-0.0568454365014727,-0.05413627776055051,-0.05203310367320232,-0.05075393382029968,-0.0484587113157103,81.59783797908503,1.029285798437358,-0.05,2,4,1100
r0,3.8184925267334053,0.06223075629619264,0.5335293627656704,2.926770937968793,3.4304656359222077,3.759898265634508,4.134161755511691,4.963090900191027,73.50324176778766,1.0480301702633907,5,2,5,1100
ba1,-0.04496123259207525,2.6542264108201264e-4,0.0023316884115871356,-0.049450053113361245,-0.04669025420639182,-0.04483892673215145,-0.04327164802653971,-0.04073731298766591,77.17294895820532,1.0522944897145277,-0.05,2,5,1100
r0,4.858035986358872,0.08638882036806424,0.7438231836130196,3.5958615022634817,4.2368992500168545,4.839363634177115,5.394569730474994,6.3105589656591965,74.13517775658867,1.0769968205350071,5,2,1,1300
ba1,-0.04907418729088306,2.919771547422391e-4,0.0025308956800025816,-0.05359327282895803,-0.05100240848764111,-0.04927138046444407,-0.04717939143024229,-0.044379184336353295,75.13646259576181,1.070904237152361,-0.05,2,1,1300
r0,4.1284774198755905,0.06276239870130355,0.6319775630453797,2.934619124209665,3.758397986786278,4.079158650477531,4.532819405539895,5.802964131841757,101.39213147639522,1.0242795887611673,5,2,2,1300
ba1,-0.047081980104652886,2.528504962960829e-4,0.002471523345515357,-0.05225423352078811,-0.048714788799398494,-0.047128587314689885,-0.04565135527633591,-0.04162454162315175,95.54364669350922,1.038101076876986,-0.05,2,2,1300
r0,4.084909694354087,0.05912524448244594,0.48056174955034464,3.283047450467549,3.7281626774948635,4.088501339064429,4.380983102674971,5.109184220758338,66.06211915818078,1.0577366647439823,5,2,3,1300
ba1,-0.04660673999340147,2.2861135856034093e-4,0.001947756661901311,-0.05053031770572024,-0.04789204369265099,-0.04657359297947558,-0.04512762904603349,-0.04312033065398077,72.58949713393815,1.051956308638073,-0.05,2,3,1300
r0,6.907316214766885,0.15914869572420168,1.135417717172705,5.158071001424862,6.052656747036666,6.806562380766994,7.637041398878948,9.538575659620253,50.89852135078849,1.0416618426672406,5,2,4,1300
ba1,-0.055741423804443205,3.8206871374452713e-4,0.0026735542490334678,-0.06147967457773884,-0.05747770563317109,-0.05574909205364757,-0.05387426320353648,-0.050919919363053054,48.96604743569068,1.0492811793377432,-0.05,2,4,1300
r0,4.554572000342878,0.0754509153812668,0.6630223392993686,3.3659903383778373,4.112537860874166,4.521605020731447,4.953830606042185,6.022550167260898,77.21955537433037,1.01383004677444,5,2,5,1300
ba1,-0.04789367407096373,2.709804133727438e-4,0.002358768483407308,-0.05271453338729169,-0.04947800704235547,-0.047942064538042894,-0.0464192894188152,-0.04296797026865346,75.76957142984142,1.017724201522701,-0.05,2,5,1300
r0,4.422660909628077,0.10209637024297036,0.7094768232257643,3.3572341618681514,3.952972052401633,4.306489381516017,4.846299213236575,6.172639586215266,48.28984607451756,1.0655980071424664,5,2,1,1500
ba1,-0.04779916354188931,3.5999260803463914e-4,0.002519318142196638,-0.05316218060073052,-0.049431005794565296,-0.04755441864831274,-0.04609669224317983,-0.043259976833477654,48.97549812545316,1.0678358131074488,-0.05,2,1,1500
r0,4.826562773455567,0.07601329130702535,0.6755250550719547,3.708372396835781,4.297474473555719,4.751064058941763,5.302559623435359,6.1996398821375225,78.97758472095369,1.0412415128243793,5,2,2,1500
ba1,-0.04907323082182436,2.528318806513073e-4,0.002288484508378744,-0.05320956540627586,-0.05081055380841694,-0.04901913319891124,-0.04731066770460846,-0.04475228485544095,81.92798686813049,1.0327187261692894,-0.05,2,2,1500
r0,4.940850928260778,0.07329011233433697,0.669473193143121,3.8702983066300622,4.47306468117987,4.867808852461911,5.360236939872632,6.535102211261956,83.44025235537492,1.000743121924455,5,2,3,1500
ba1,-0.049718144658213406,2.359669755465819e-4,0.002169118237057522,-0.05442213246749115,-0.05125396450388789,-0.04966332764366266,-0.04822395547237778,-0.045834282831473304,84.50141847866597,0.9996370786947787,-0.05,2,3,1500
r0,5.392225500948475,0.12229646652412188,0.8181304332107879,4.195976370126359,4.77963464226934,5.2369898277125735,5.864073797660677,7.347693153369545,44.75249756088632,1.0437927597925454,5,2,4,1500
ba1,-0.05138889666843824,3.492564814524224e-4,0.002420482208488646,-0.0566911349533682,-0.0528497884696106,-0.05095771396939297,-0.04970058821804591,-0.04731293869778329,48.030249276433196,1.042831612617799,-0.05,2,4,1500
r0,4.4187972305126495,0.084250766160934007,0.65107294759299,3.235225318630244,4.000829816315474,4.470877977022834,4.8105353710007375,5.871686462658114,59.71887024926138,1.067273749907112,5,2,5,1500
ba1,-0.047514089378518413,3.1595318786178695e-4,0.0024811588318120036,-0.052159918891222574,-0.04912518181774168,-0.04770929077737364,-0.04599288200118662,-0.042670465034972994,61.66853763378693,1.0667202526142163,-0.05,2,5,1500
r0,4.447070020236208,0.06921490523420958,0.5624434576233655,3.2258804566045143,4.087120916600887,4.404485975597673,4.753664722775742,5.690067061656757,66.0326127471334,1.0313580138510676,5,2,1,1700
ba1,-0.04907128007428498,2.654159113750493e-4,0.002142343498811786,-0.05375129290463919,-0.050297583383938985,-0.049055496671900206,-0.047889997258159296,-0.04381755170757648,65.15148249532172,1.0338704457077252,-0.05,2,1,1700
r0,4.082491547313897,0.03569844910091757,0.4600523210691902,3.3551553379743164,3.751529588584737,4.026253514423759,4.349799677016916,5.152523032257064,166.07939520100484,1.0129472791337124,5,2,2,1700
